id,house_id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,condition,grade,yr_built,yr_renovated,zipcode,sqft_living15
28,3303700376,2014-12-01,667000.0,3.0,1.0,1400.0,1581.0,0.0,5,8,1909,0.0,98112,1860.0
29,5101402488,2014-06-24,438000.0,3.0,1.75,1520.0,6380.0,0.0,3,7,1948,,98115,1520.0
30,1873100390,2015-03-02,719000.0,4.0,2.5,2570.0,7173.0,0.0,3,8,2005,0.0,98052,2630.0
31,8562750320,2014-11-10,580500.0,3.0,2.5,2320.0,3980.0,0.0,3,8,2003,0.0,98027,2580.0
32,2426039314,2014-12-01,280000.0,2.0,1.5,1190.0,1265.0,0.0,3,7,2005,0.0,98133,1390.0
33,461000390,2014-06-24,687500.0,4.0,1.75,2330.0,5000.0,0.0,4,7,1929,0.0,98117,1460.0
34,7589200193,2014-11-10,535000.0,3.0,1.0,1090.0,3000.0,0.0,4,8,1929,0.0,98117,1570.0
35,7955080270,2014-12-03,322500.0,4.0,2.75,2060.0,6659.0,0.0,3,7,1981,0.0,98058,2020.0
36,9547205180,2014-06-13,696000.0,3.0,2.5,2300.0,3060.0,0.0,3,8,1930,20020.0,98115,1590.0
37,9435300030,2014-05-28,550000.0,4.0,1.0,1660.0,34848.0,0.0,1,5,1933,0.0,98052,2160.0
38,2768000400,2014-12-30,640000.0,4.0,2.0,2360.0,6000.0,0.0,4,8,1904,0.0,98107,1730.0
39,7895500070,2015-02-13,240000.0,4.0,1.0,1220.0,8075.0,0.0,2,7,1969,0.0,98001,1290.0
40,2078500320,2014-06-20,605000.0,4.0,2.5,2620.0,7553.0,0.0,3,8,1996,0.0,98056,2620.0
41,5547700270,2014-07-15,625000.0,4.0,2.5,2570.0,5520.0,,3,9,2000,,98074,2470.0
42,7766200013,2014-08-11,775000.0,4.0,2.25,4220.0,24186.0,0.0,3,8,1984,0.0,98166,2410.0
43,7203220400,2014-07-07,861990.0,5.0,2.75,3595.0,5639.0,0.0,3,9,2014,0.0,98053,3625.0
44,9270200160,2014-10-28,685000.0,3.0,1.0,1570.0,2280.0,0.0,3,7,1922,0.0,98119,1580.0
45,1432701230,2014-07-29,309000.0,3.0,1.0,1280.0,9656.0,0.0,4,6,1959,0.0,98058,1340.0
46,8035350320,2014-07-18,488000.0,3.0,2.5,3160.0,13603.0,0.0,3,8,2003,,98019,3050.0
47,8945200830,2015-03-25,210490.0,3.0,1.0,990.0,8528.0,0.0,3,6,1966,0.0,98023,1228.0
48,4178300310,2014-07-16,785000.0,4.0,2.5,2290.0,13416.0,0.0,4,9,1981,0.0,98007,2680.0
49,9215400105,2015-04-28,450000.0,3.0,1.75,1250.0,5963.0,0.0,4,7,1953,0.0,98115,970.0
50,822039084,2015-03-11,1350000.0,3.0,2.5,2753.0,65005.0,1.0,5,9,1953,0.0,98070,2680.0
51,5245600105,2014-09-16,228000.0,3.0,1.0,1190.0,9199.0,0.0,3,7,1955,0.0,98148,1190.0
52,7231300125,2015-02-17,345000.0,5.0,2.5,3150.0,9134.0,0.0,4,8,1966,0.0,98056,1990.0
53,7518505990,2014-12-31,600000.0,3.0,1.75,1410.0,4080.0,0.0,4,7,1950,,98117,1410.0
54,3626039271,2015-02-05,585000.0,2.0,1.75,1980.0,8550.0,0.0,3,7,1981,0.0,98117,1480.0
55,4217401195,2015-03-03,920000.0,5.0,2.25,2730.0,6000.0,0.0,3,8,1927,0.0,98105,2730.0
56,9822700295,2014-05-12,885000.0,4.0,2.5,2830.0,5000.0,,3,9,1995,0.0,98105,1950.0
57,9478500640,2014-08-19,292500.0,4.0,2.5,2250.0,4495.0,0.0,3,7,2008,,98042,2250.0
58,2799800710,2015-04-07,301000.0,3.0,2.5,2420.0,4750.0,0.0,3,8,2003,0.0,98042,2690.0
59,7922800400,2014-08-27,951000.0,5.0,3.25,3250.0,14342.0,0.0,4,8,1968,,98008,2960.0
60,8079040320,2015-02-23,430000.0,4.0,3.0,1850.0,9976.0,0.0,3,8,1991,0.0,98059,2270.0
61,1516000055,2014-12-10,650000.0,3.0,2.25,2150.0,21235.0,,4,8,1959,0.0,98166,2570.0
62,9558200045,2014-08-28,289000.0,3.0,1.75,1260.0,8400.0,0.0,3,7,1954,0.0,98148,1290.0
63,5072410070,2014-10-21,505000.0,3.0,1.75,2519.0,8690.0,,5,8,1973,0.0,98166,2500.0
64,9528102996,2014-12-07,549000.0,3.0,1.75,1540.0,1044.0,0.0,3,8,2014,0.0,98115,1580.0
65,1189001180,2014-06-03,425000.0,3.0,2.25,1660.0,6000.0,0.0,3,7,1979,0.0,98122,1440.0
66,3253500160,2014-11-20,317625.0,3.0,2.75,2770.0,3809.0,0.0,5,7,1925,0.0,98144,1440.0
67,3394100030,2014-09-09,975000.0,4.0,2.5,2720.0,11049.0,,3,10,1989,0.0,98004,2750.0
68,3717000160,2014-10-09,287000.0,4.0,2.5,2240.0,4648.0,0.0,3,7,2005,0.0,98001,2221.0
69,1274500060,2014-08-25,204000.0,3.0,1.0,1000.0,12070.0,0.0,4,7,1968,,98042,1010.0
70,1802000060,2014-06-12,1330000.0,5.0,2.25,3200.0,20158.0,0.0,3,8,1965,0.0,98004,3390.0
71,1525059190,2014-09-12,1040000.0,5.0,3.25,4770.0,50094.0,0.0,4,11,1973,0.0,98005,3530.0
72,1049000060,2015-01-05,325000.0,3.0,2.0,1260.0,5612.0,0.0,4,7,1972,0.0,98034,1640.0
73,8820901275,2014-06-10,571000.0,4.0,2.0,2750.0,7807.0,0.0,5,7,1916,0.0,98125,1510.0
74,5416510140,2014-07-10,360000.0,4.0,2.5,2380.0,5000.0,0.0,3,8,2005,,98038,2420.0
75,3444100400,2015-03-16,349000.0,3.0,1.75,1790.0,50529.0,0.0,5,7,1965,0.0,98042,1940.0
76,3276920270,2014-11-05,832500.0,4.0,4.0,3430.0,35102.0,0.0,4,10,1986,0.0,98075,3240.0
77,4036801170,2014-10-13,380000.0,4.0,1.75,1760.0,7300.0,0.0,3,7,1956,,98008,1680.0
78,2391600320,2015-04-20,480000.0,3.0,1.0,1040.0,5060.0,0.0,3,7,1941,,98116,890.0
79,6300000287,2014-06-09,410000.0,3.0,1.0,1410.0,5060.0,0.0,4,7,1956,0.0,98133,1130.0
80,1531000030,2015-03-23,720000.0,4.0,2.5,3450.0,39683.0,0.0,3,10,2002,0.0,98010,3350.0
81,5104520400,2014-12-02,390000.0,3.0,2.5,2350.0,5100.0,0.0,3,8,2003,0.0,98038,2350.0
82,7437100340,2014-12-22,360000.0,4.0,2.5,1900.0,5889.0,0.0,3,7,1992,0.0,98038,1870.0
83,9418400240,2014-10-28,355000.0,2.0,1.0,2020.0,6720.0,0.0,3,7,1948,0.0,98118,1720.0
84,1523059105,2015-01-28,356000.0,3.0,1.5,1680.0,8712.0,0.0,3,8,1964,0.0,98059,1850.0
85,1133000671,2014-06-02,315000.0,3.0,1.0,960.0,6634.0,0.0,3,6,1952,0.0,98125,1570.0
86,4232902595,2014-11-14,940000.0,3.0,1.5,2140.0,3600.0,0.0,3,9,1925,0.0,98119,2020.0
87,2599001200,2014-11-03,305000.0,5.0,2.25,2660.0,8400.0,0.0,5,7,1961,0.0,98092,1590.0
88,3342103156,2014-06-18,461000.0,3.0,3.25,2770.0,6278.0,,3,9,2006,0.0,98056,1900.0
89,1332700270,2014-05-19,215000.0,2.0,2.25,1610.0,2040.0,0.0,4,7,1979,,98056,1950.0
90,3869900162,2014-09-04,335000.0,2.0,1.75,1030.0,1066.0,0.0,3,7,2006,,98136,1030.0
91,2791500270,2014-05-22,243500.0,4.0,2.5,1980.0,7403.0,0.0,3,7,1988,0.0,98023,1980.0
92,5036300431,2015-03-11,1100000.0,5.0,2.75,3520.0,6353.0,0.0,4,10,2001,0.0,98199,2520.0
93,4168000060,2015-02-26,153000.0,3.0,1.0,1200.0,10500.0,0.0,3,7,1962,0.0,98023,1350.0
94,6021501535,2014-07-25,430000.0,3.0,1.5,1580.0,5000.0,0.0,3,8,1939,0.0,98117,1570.0
95,6021501535,2014-12-23,700000.0,3.0,1.5,1580.0,5000.0,0.0,3,8,1939,0.0,98117,1570.0
96,1483300570,2014-09-08,905000.0,4.0,2.5,3300.0,10250.0,0.0,3,7,1946,19910.0,98040,1950.0
97,3422049190,2015-03-30,247500.0,3.0,1.75,1960.0,15681.0,0.0,3,7,1967,0.0,98032,1750.0
98,1099611230,2014-09-12,199000.0,4.0,1.5,1160.0,6400.0,0.0,4,7,1975,0.0,98023,1160.0
99,722079104,2014-07-11,314000.0,3.0,1.75,1810.0,41800.0,0.0,5,7,1980,0.0,98038,1650.0
100,7338200240,2014-05-16,437500.0,3.0,2.5,2320.0,36847.0,0.0,3,9,1992,0.0,98045,2550.0
101,1952200240,2014-06-11,850830.0,3.0,2.5,2070.0,13241.0,0.0,5,9,1910,0.0,98102,2200.0
102,5200100125,2014-10-27,555000.0,3.0,2.0,1980.0,3478.0,0.0,4,7,1929,0.0,98117,1610.0
103,7214720075,2014-12-12,699950.0,3.0,2.25,2190.0,107593.0,0.0,4,8,1983,0.0,98077,2570.0
104,2450000295,2014-10-07,1090000.0,3.0,2.5,2920.0,8113.0,0.0,3,8,1950,20100.0,98004,2370.0
105,6197800045,2014-09-24,290000.0,3.0,1.0,1210.0,33919.0,0.0,3,7,1954,0.0,98058,1640.0
106,1328310370,2015-04-02,375000.0,3.0,2.5,2340.0,10005.0,,4,8,1978,,98058,2250.0
107,546000875,2014-05-23,460000.0,3.0,1.0,1670.0,4005.0,0.0,4,7,1939,0.0,98117,1240.0
108,3530510041,2014-07-23,188500.0,2.0,1.75,1240.0,2493.0,0.0,4,8,1985,0.0,98198,1270.0
109,1853000400,2015-03-05,680000.0,4.0,2.5,3140.0,28037.0,0.0,4,10,1991,0.0,98077,2990.0
110,3134100116,2014-08-27,470000.0,5.0,1.75,2030.0,12342.0,0.0,4,7,1942,0.0,98052,2500.0
111,9545230140,2014-07-25,597750.0,4.0,2.5,2310.0,9624.0,0.0,3,8,1984,,98027,1940.0
112,3362400511,2015-03-04,570000.0,3.0,1.75,1260.0,3328.0,0.0,5,6,1905,0.0,98103,1380.0
113,2525310310,2014-09-16,272500.0,3.0,1.75,1540.0,12600.0,0.0,4,7,1980,0.0,98038,1540.0
114,6126500060,2014-11-24,329950.0,3.0,1.75,2080.0,5969.0,0.0,3,7,1971,0.0,98108,2090.0
115,8961960160,2014-10-28,480000.0,4.0,2.5,3230.0,16171.0,0.0,3,9,2001,0.0,98001,2640.0
116,3626039325,2014-11-21,740500.0,3.0,3.5,4380.0,6350.0,0.0,3,8,1900,,98117,1830.0
117,3362400431,2014-06-26,518500.0,3.0,3.5,1590.0,1102.0,0.0,3,8,2010,0.0,98103,1620.0
118,4060000240,2014-06-23,205425.0,2.0,1.0,880.0,6780.0,0.0,4,6,1945,0.0,98178,1190.0
119,3454800060,2015-01-08,171800.0,4.0,2.0,1570.0,9600.0,,3,6,1950,0.0,98168,1880.0
120,1695900060,2015-05-11,535000.0,4.0,1.0,1610.0,2982.0,0.0,4,7,1925,0.0,98144,1610.0
121,7278700070,2015-01-02,660000.0,3.0,2.5,2400.0,6474.0,0.0,3,8,1964,0.0,98177,2340.0
122,6675500070,2014-11-19,391500.0,3.0,2.0,1450.0,9132.0,0.0,3,7,1987,,98034,1580.0
123,3626039187,2015-04-06,395000.0,2.0,1.0,770.0,6000.0,0.0,3,6,1953,0.0,98117,1710.0
124,3524049083,2014-11-04,445000.0,4.0,1.75,2100.0,4400.0,,5,7,1924,0.0,98118,1850.0
125,3275860240,2014-06-18,770000.0,3.0,2.25,2910.0,10204.0,0.0,3,9,1990,0.0,98052,2700.0
126,4389200955,2015-03-02,1450000.0,4.0,2.75,2750.0,17789.0,0.0,3,8,1914,19920.0,98004,3060.0
127,4058801670,2014-07-17,445000.0,3.0,2.25,2100.0,8201.0,,3,8,1967,0.0,98178,2660.0
128,8732020310,2014-07-17,260000.0,4.0,2.25,2160.0,8811.0,0.0,3,8,1978,,98023,2090.0
129,2331300505,2014-06-13,822500.0,5.0,3.5,2320.0,4960.0,0.0,5,7,1926,,98103,1700.0
130,7853210060,2015-04-06,430000.0,4.0,2.5,2070.0,4310.0,0.0,3,7,2004,0.0,98065,1970.0
131,3668000070,2015-01-05,212000.0,3.0,1.75,1060.0,7875.0,0.0,4,7,1986,0.0,98092,1420.0
132,9545240070,2015-04-28,660500.0,4.0,2.25,2010.0,9603.0,0.0,3,8,1986,0.0,98027,2060.0
133,1243100136,2014-06-12,784000.0,3.0,3.5,3950.0,111078.0,0.0,3,9,1989,0.0,98052,2480.0
134,8929000270,2014-05-12,453246.0,3.0,2.5,2010.0,2287.0,0.0,3,8,2014,0.0,98029,1690.0
135,2767602356,2015-01-26,675000.0,4.0,3.5,2140.0,2278.0,0.0,3,9,2005,0.0,98107,1540.0
136,921049315,2014-08-13,199000.0,3.0,1.75,1320.0,17390.0,0.0,4,7,1956,,98003,1550.0
137,3655000070,2014-08-05,220000.0,4.0,1.75,2020.0,7840.0,0.0,3,7,1968,0.0,98003,1750.0
138,4027700812,2014-05-29,452000.0,4.0,2.25,2590.0,10002.0,0.0,4,8,1968,,98028,1550.0
139,3992700335,2014-07-07,382500.0,2.0,1.0,1190.0,4440.0,0.0,3,6,1981,0.0,98125,1060.0
140,2767603505,2014-05-07,519950.0,3.0,2.25,1170.0,1249.0,0.0,3,8,2014,,98107,1350.0
141,4232901525,2014-06-27,665000.0,2.0,1.0,1110.0,3200.0,0.0,3,7,1925,0.0,98119,1170.0
142,1777500060,2014-07-08,527700.0,5.0,2.5,2820.0,9375.0,0.0,4,8,1968,,98006,2820.0
143,1432900240,2015-05-08,205000.0,3.0,1.0,1610.0,8579.0,0.0,4,7,1962,0.0,98058,1610.0
144,6140100875,2015-04-15,420000.0,3.0,1.0,1060.0,8097.0,0.0,4,7,1923,,98133,1560.0
145,6071600370,2015-02-27,500000.0,4.0,2.25,2030.0,8517.0,0.0,4,8,1961,0.0,98006,2230.0
146,1526069017,2014-12-03,921500.0,4.0,2.5,3670.0,315374.0,0.0,4,9,1994,0.0,98077,2840.0
147,809001525,2014-06-25,890000.0,4.0,1.0,2550.0,4000.0,0.0,3,8,1905,0.0,98109,2200.0
148,3224079105,2014-08-06,430000.0,2.0,2.5,2420.0,60984.0,0.0,3,7,2007,0.0,98027,1940.0
149,8075400570,2014-10-30,258000.0,5.0,2.0,2260.0,12500.0,0.0,4,8,1960,0.0,98032,1360.0
150,1994200024,2014-11-04,511000.0,3.0,1.0,1430.0,3455.0,0.0,3,7,1947,0.0,98103,1450.0
151,3362900810,2014-08-20,532170.0,3.0,2.0,1360.0,3090.0,0.0,3,8,1990,0.0,98103,1500.0
152,1324300398,2015-04-09,560000.0,3.0,1.0,1110.0,5000.0,0.0,3,7,1947,0.0,98107,1420.0
153,537000445,2015-03-31,282950.0,3.0,1.0,1250.0,8200.0,,4,7,1954,0.0,98003,1680.0
154,7855801670,2015-04-01,2250000.0,4.0,3.25,5180.0,19850.0,0.0,3,12,2006,0.0,98006,3160.0
155,7920100045,2014-05-16,350000.0,1.0,1.0,700.0,5100.0,0.0,3,7,1942,0.0,98115,1010.0
156,8960000030,2014-07-28,215000.0,3.0,1.0,1180.0,7669.0,0.0,4,7,1967,0.0,98058,1190.0
157,6388930390,2014-11-20,650000.0,5.0,3.5,3960.0,25245.0,0.0,3,9,1996,0.0,98056,2640.0
158,8731900200,2014-08-07,320000.0,4.0,2.75,2640.0,7500.0,0.0,3,8,1967,0.0,98023,1980.0
159,8029200135,2014-11-13,247000.0,3.0,2.0,1270.0,7198.0,0.0,3,7,1916,20130.0,98022,1160.0
160,1081200350,2014-10-03,320000.0,4.0,1.75,1760.0,11180.0,0.0,4,8,1968,0.0,98059,1730.0
161,84000105,2014-05-07,255000.0,5.0,2.25,2060.0,8632.0,0.0,3,7,1962,0.0,98146,1010.0
162,3756500060,2015-03-09,438000.0,3.0,1.75,1780.0,9660.0,0.0,3,7,1962,0.0,98034,1200.0
163,7215720160,2015-03-04,900000.0,3.0,2.5,3400.0,16603.0,0.0,3,10,2000,0.0,98075,3400.0
164,3574800520,2014-06-20,441000.0,3.0,2.75,1910.0,7280.0,0.0,3,7,1979,0.0,98034,1710.0
165,2617300160,2014-08-12,420000.0,3.0,2.0,2020.0,38332.0,0.0,4,7,1975,0.0,98027,2110.0
166,2558660270,2014-12-08,370000.0,3.0,1.75,1580.0,7000.0,0.0,3,7,1976,0.0,98034,1640.0
167,2009000370,2015-02-19,269950.0,2.0,1.75,1340.0,7250.0,0.0,5,5,1949,0.0,98198,1830.0
168,1836980160,2015-03-24,807100.0,4.0,2.5,2680.0,4499.0,0.0,3,9,1999,0.0,98006,2920.0
169,3261020370,2014-06-05,653000.0,3.0,2.5,2680.0,9750.0,0.0,4,8,1979,0.0,98034,2480.0
170,1755700060,2014-06-11,371500.0,3.0,2.0,1370.0,8336.0,,5,7,1964,0.0,98133,1770.0
171,4330600435,2015-03-16,284000.0,3.0,1.75,1560.0,21000.0,0.0,3,7,1954,0.0,98166,1070.0
172,9542800700,2015-01-02,272000.0,3.0,1.75,2160.0,7140.0,0.0,4,7,1978,,98023,1930.0
173,1999700045,2014-05-02,313000.0,3.0,1.5,1340.0,7912.0,,3,7,1955,0.0,98133,1480.0
174,1762600070,2015-01-16,917500.0,4.0,2.5,3880.0,35003.0,0.0,3,10,1984,0.0,98033,3740.0
175,1687900520,2014-09-29,673000.0,4.0,2.25,2590.0,8190.0,0.0,4,8,1980,0.0,98006,2260.0
176,7234600798,2015-02-10,425000.0,3.0,2.5,1120.0,1100.0,0.0,3,8,2008,0.0,98122,1590.0
177,3881900445,2014-07-09,399950.0,5.0,2.75,1970.0,5400.0,0.0,3,7,1986,0.0,98144,1280.0
178,2254502445,2014-05-30,385000.0,3.0,1.0,1220.0,4800.0,0.0,3,6,1901,,98122,1200.0
179,5437810320,2014-11-17,269950.0,3.0,1.5,1950.0,7560.0,0.0,4,7,1975,0.0,98022,1950.0
180,9158100075,2015-01-07,330000.0,2.0,1.0,1350.0,8220.0,,3,7,1949,0.0,98177,1540.0
181,3830630310,2014-07-25,260000.0,3.0,2.5,1670.0,5797.0,0.0,3,7,1988,0.0,98030,1670.0
182,8123100045,2015-04-14,470000.0,4.0,3.0,2380.0,5125.0,0.0,4,7,1925,0.0,98126,1410.0
183,3127200041,2014-06-13,589000.0,4.0,3.0,2440.0,9600.0,,5,7,1961,,98034,2290.0
184,6661200320,2014-07-23,163500.0,2.0,1.5,1050.0,3419.0,0.0,3,7,1996,0.0,98038,1050.0
185,11510310,2014-09-05,835000.0,4.0,2.75,3130.0,13412.0,0.0,3,9,1993,0.0,98052,2260.0
186,825059270,2014-11-21,1100000.0,5.0,3.0,4090.0,12850.0,0.0,4,10,1986,0.0,98033,2540.0
187,8731951370,2015-04-15,269000.0,4.0,1.75,1490.0,10000.0,0.0,4,8,1969,0.0,98023,2190.0
188,1954440060,2014-05-05,560000.0,3.0,2.5,1900.0,8744.0,0.0,3,8,1987,,98074,2030.0
189,2264500350,2015-04-18,615000.0,4.0,1.0,1330.0,2400.0,,4,6,1901,,98103,1330.0
190,1115810060,2014-12-05,585188.0,3.0,2.25,2230.0,10026.0,0.0,3,8,1975,0.0,98052,2230.0
191,9477200200,2014-08-18,305000.0,3.0,1.75,1650.0,9480.0,0.0,3,7,1977,,98034,1540.0
192,1432600560,2014-11-05,166950.0,3.0,1.0,1190.0,8820.0,0.0,3,6,1959,0.0,98058,1230.0
193,2287000060,2014-09-12,799000.0,3.0,2.5,2140.0,9897.0,0.0,4,8,1959,0.0,98040,2680.0
194,3663500060,2014-06-25,400000.0,3.0,2.5,2180.0,7508.0,0.0,4,7,1962,0.0,98133,1900.0
195,3996900125,2014-12-01,230000.0,3.0,1.0,1060.0,10228.0,0.0,3,7,1948,0.0,98155,1570.0
196,7796450200,2014-05-15,256883.0,3.0,2.5,1690.0,5025.0,0.0,3,8,2003,0.0,98023,2550.0
197,7549802535,2014-11-11,423000.0,4.0,2.0,1970.0,6480.0,0.0,5,7,1920,0.0,98108,1500.0
198,3278600320,2014-07-23,465000.0,3.0,2.5,2150.0,4084.0,,3,8,2007,0.0,98126,1750.0
199,2824079053,2015-01-13,440000.0,3.0,2.5,1910.0,66211.0,0.0,3,7,1997,0.0,98024,2330.0
200,1222069094,2014-10-14,385000.0,3.0,1.75,1350.0,155073.0,0.0,4,7,1969,0.0,98038,1560.0
201,3542300060,2015-03-11,210000.0,3.0,1.0,860.0,11725.0,,4,6,1943,0.0,98056,1300.0
202,2222059065,2014-11-12,297000.0,3.0,2.5,1940.0,14952.0,0.0,3,8,1994,0.0,98042,2030.0
203,7551300060,2014-07-16,470000.0,3.0,1.0,1010.0,5000.0,0.0,3,7,1952,0.0,98107,1680.0
204,100600550,2014-08-04,226500.0,3.0,1.5,1300.0,7370.0,0.0,4,7,1976,0.0,98023,1430.0
205,3211100860,2015-03-03,274250.0,3.0,1.0,910.0,8450.0,0.0,4,6,1962,0.0,98059,1400.0
206,3456000310,2014-08-04,840000.0,4.0,1.75,2480.0,11010.0,0.0,4,9,1966,,98040,2770.0
207,9526600140,2014-09-19,677900.0,3.0,2.5,2440.0,4587.0,0.0,3,8,2010,0.0,98052,2750.0
208,7465900060,2015-02-05,425000.0,3.0,1.0,1010.0,5864.0,0.0,3,7,1915,,98116,1290.0
209,1222000055,2014-11-23,180250.0,2.0,0.75,900.0,9600.0,0.0,3,6,1941,0.0,98166,1250.0
210,6300000550,2014-07-17,464000.0,6.0,3.0,2300.0,3404.0,0.0,3,7,1920,19940.0,98133,1560.0
211,2310030510,2015-04-22,320000.0,4.0,2.25,1550.0,7579.0,,3,8,1993,0.0,98038,1630.0
212,1025049114,2014-07-17,625504.0,3.0,2.25,1270.0,1566.0,0.0,3,8,2014,0.0,98105,1160.0
213,8677300550,2014-05-15,592500.0,4.0,2.5,2240.0,12032.0,0.0,3,9,1983,0.0,98074,2520.0
214,4014400292,2015-01-14,465000.0,3.0,2.5,2714.0,17936.0,0.0,3,9,2005,0.0,98001,2590.0
215,1102000196,2014-05-27,477000.0,4.0,2.75,1720.0,6270.0,0.0,3,8,1978,0.0,98118,2130.0
216,257000138,2015-01-15,280000.0,2.0,1.0,850.0,16400.0,0.0,3,6,1923,0.0,98168,1100.0
217,46100204,2015-02-21,1510000.0,5.0,3.0,3300.0,33474.0,,3,9,1957,19910.0,98040,3836.0
218,1909600046,2014-07-03,445838.0,3.0,2.5,2250.0,5692.0,0.0,3,8,2000,0.0,98146,1320.0
219,1250202145,2014-08-28,1070000.0,2.0,2.25,3900.0,14864.0,0.0,3,8,1947,0.0,98144,2580.0
220,7611200125,2014-10-23,467000.0,2.0,1.5,1320.0,10800.0,0.0,4,8,1947,0.0,98177,2120.0
221,5611500140,2014-08-22,686000.0,4.0,2.5,2760.0,6440.0,0.0,3,10,1999,0.0,98075,3070.0
222,7138000260,2014-06-05,279950.0,3.0,2.0,1750.0,9750.0,0.0,3,7,1961,0.0,98198,1900.0
223,626059335,2014-09-04,527000.0,4.0,2.25,2330.0,19436.0,0.0,3,8,1987,0.0,98011,1910.0
224,1922059282,2014-09-18,325000.0,3.0,2.25,2220.0,16020.0,0.0,4,8,1966,0.0,98030,2080.0
225,705700390,2014-09-03,328000.0,3.0,2.25,2020.0,8379.0,0.0,3,7,1994,0.0,98038,2020.0
226,7454001200,2014-06-04,390000.0,3.0,2.25,1250.0,7500.0,0.0,5,7,1942,,98146,1280.0
227,8682281200,2015-03-09,479950.0,2.0,2.0,1510.0,6516.0,,3,8,2005,0.0,98053,1640.0
228,7972000200,2014-05-29,264950.0,4.0,2.25,1720.0,9753.0,,4,7,1978,0.0,98023,1510.0
229,722059070,2015-01-15,235000.0,3.0,1.0,1430.0,15246.0,0.0,4,7,1961,0.0,98031,1960.0
230,7202340400,2015-03-03,516500.0,3.0,2.5,1480.0,4729.0,0.0,3,7,2004,0.0,98053,2250.0
231,8096000060,2015-04-13,655000.0,2.0,1.75,1450.0,15798.0,1.0,3,7,1915,19780.0,98166,2030.0
232,2424000060,2014-06-16,500000.0,4.0,2.75,2280.0,15347.0,0.0,5,7,1960,0.0,98059,2280.0
233,9264902050,2014-11-21,315000.0,6.0,2.75,2940.0,7350.0,0.0,3,8,1978,0.0,98023,2120.0
234,943100260,2014-11-20,213000.0,2.0,1.0,1000.0,10200.0,0.0,3,6,1961,0.0,98024,1150.0
